a_x,a_y,a_z,w_x,w_y,w_z
0.0004,0.0002,8e-05,0.0002,0.0006,0.0004
0.0008,0.0004,0.00016,0.0004,0.0012,0.0008
0.0012000000000000001,0.0006000000000000001,0.00024000000000000003,0.0006000000000000001,0.0018,0.0012000000000000001
0.0016,0.0008,0.00032,0.0008,0.0024,0.0016
0.002,0.001,0.0004,0.001,0.0029999999999999996,0.002
0.0024000000000000002,0.0012000000000000001,0.00048,0.0012000000000000001,0.0035999999999999995,0.0024000000000000002
0.0028000000000000004,0.0014000000000000002,0.0005600000000000001,0.0014000000000000002,0.0042,0.0028000000000000004
0.0032000000000000006,0.0016000000000000003,0.00064,0.0016000000000000003,0.0048,0.0032000000000000006
0.0036000000000000008,0.0018000000000000004,0.00072,0.0018000000000000004,0.005399999999999999,0.0036000000000000008
0.004000000000000001,0.0020000000000000005,0.0008,0.0020000000000000005,0.005999999999999999,0.004000000000000001
0.004400000000000001,0.0022000000000000006,0.00088,0.0022000000000000006,0.006599999999999999,0.004400000000000001
0.004800000000000001,0.0024000000000000007,0.00096,0.0024000000000000007,0.007199999999999999,0.004800000000000001
0.0052000000000000015,0.0026000000000000007,0.0010400000000000001,0.0026000000000000007,0.007799999999999999,0.0052000000000000015
0.005600000000000002,0.002800000000000001,0.0011200000000000001,0.002800000000000001,0.0084,0.005600000000000002
0.006000000000000002,0.003000000000000001,0.0012000000000000001,0.003000000000000001,0.009,0.006000000000000002
0.006400000000000002,0.003200000000000001,0.00128,0.003200000000000001,0.0096,0.006400000000000002
0.006800000000000002,0.003400000000000001,0.00136,0.003400000000000001,0.010199999999999999,0.006800000000000002
0.007200000000000002,0.003600000000000001,0.00144,0.003600000000000001,0.010799999999999999,0.007200000000000002
0.007600000000000003,0.0038000000000000013,0.00152,0.0038000000000000013,0.011399999999999999,0.007600000000000003
0.008000000000000002,0.004000000000000001,0.0016,0.004000000000000001,0.011999999999999999,0.008000000000000002
0.008400000000000001,0.004200000000000001,0.00168,0.004200000000000001,0.012599999999999998,0.008400000000000001
0.0088,0.0044,0.00176,0.0044,0.013199999999999998,0.0088
0.0092,0.0046,0.00184,0.0046,0.013799999999999998,0.0092
0.0096,0.0048,0.00192,0.0048,0.014399999999999998,0.0096
0.009999999999999998,0.004999999999999999,0.002,0.004999999999999999,0.014999999999999998,0.009999999999999998
0.010399999999999998,0.005199999999999999,0.0020800000000000003,0.005199999999999999,0.015599999999999998,0.010399999999999998
0.010799999999999997,0.0053999999999999986,0.0021600000000000005,0.0053999999999999986,0.0162,0.010799999999999997
0.011199999999999996,0.005599999999999998,0.0022400000000000007,0.005599999999999998,0.0168,0.011199999999999996
0.011599999999999996,0.005799999999999998,0.002320000000000001,0.005799999999999998,0.0174,0.011599999999999996
0.011999999999999995,0.0059999999999999975,0.002400000000000001,0.0059999999999999975,0.018,0.011999999999999995
0.012399999999999994,0.006199999999999997,0.0024800000000000013,0.006199999999999997,0.0186,0.012399999999999994
0.012799999999999994,0.006399999999999997,0.0025600000000000015,0.006399999999999997,0.0192,0.012799999999999994
0.013199999999999993,0.0065999999999999965,0.0026400000000000017,0.0065999999999999965,0.019799999999999998,0.013199999999999993
0.013599999999999992,0.006799999999999996,0.002720000000000002,0.006799999999999996,0.020399999999999998,0.013599999999999992
0.013999999999999992,0.006999999999999996,0.002800000000000002,0.006999999999999996,0.020999999999999998,0.013999999999999992
0.014399999999999991,0.0071999999999999955,0.0028800000000000023,0.0071999999999999955,0.021599999999999998,0.014399999999999991
0.01479999999999999,0.007399999999999995,0.0029600000000000026,0.007399999999999995,0.022199999999999998,0.01479999999999999
0.01519999999999999,0.007599999999999995,0.0030400000000000028,0.007599999999999995,0.022799999999999997,0.01519999999999999
0.015599999999999989,0.0077999999999999944,0.003120000000000003,0.0077999999999999944,0.023399999999999997,0.015599999999999989
0.01599999999999999,0.007999999999999995,0.003200000000000003,0.007999999999999995,0.023999999999999997,0.01599999999999999
0.01639999999999999,0.008199999999999995,0.0032800000000000034,0.008199999999999995,0.024599999999999997,0.01639999999999999
0.016799999999999992,0.008399999999999996,0.0033600000000000036,0.008399999999999996,0.025199999999999997,0.016799999999999992
0.017199999999999993,0.008599999999999997,0.003440000000000004,0.008599999999999997,0.025799999999999997,0.017199999999999993
0.017599999999999994,0.008799999999999997,0.003520000000000004,0.008799999999999997,0.026399999999999996,0.017599999999999994
0.017999999999999995,0.008999999999999998,0.0036000000000000042,0.008999999999999998,0.026999999999999996,0.017999999999999995
0.018399999999999996,0.009199999999999998,0.0036800000000000044,0.009199999999999998,0.027599999999999996,0.018399999999999996
0.018799999999999997,0.009399999999999999,0.0037600000000000047,0.009399999999999999,0.028199999999999996,0.018799999999999997
0.0192,0.0096,0.003840000000000005,0.0096,0.028799999999999996,0.0192
0.0196,0.0098,0.003920000000000005,0.0098,0.029399999999999996,0.0196
0.02,0.01,0.004000000000000005,0.01,0.029999999999999995,0.02
0.0204,0.0102,0.0040800000000000055,0.0102,0.030599999999999995,0.0204
0.020800000000000003,0.010400000000000001,0.004160000000000006,0.010400000000000001,0.031199999999999995,0.020800000000000003
0.021200000000000004,0.010600000000000002,0.004240000000000006,0.010600000000000002,0.031799999999999995,0.021200000000000004
0.021600000000000005,0.010800000000000002,0.004320000000000006,0.010800000000000002,0.0324,0.021600000000000005
0.022000000000000006,0.011000000000000003,0.004400000000000006,0.011000000000000003,0.033,0.022000000000000006
0.022400000000000007,0.011200000000000003,0.0044800000000000065,0.011200000000000003,0.033600000000000005,0.022400000000000007
0.022800000000000008,0.011400000000000004,0.004560000000000007,0.011400000000000004,0.03420000000000001,0.022800000000000008
0.02320000000000001,0.011600000000000004,0.004640000000000007,0.011600000000000004,0.03480000000000001,0.02320000000000001
0.02360000000000001,0.011800000000000005,0.004720000000000007,0.011800000000000005,0.035400000000000015,0.02360000000000001
0.02400000000000001,0.012000000000000005,0.004800000000000007,0.012000000000000005,0.03600000000000002,0.02400000000000001
0.024400000000000012,0.012200000000000006,0.004880000000000008,0.012200000000000006,0.03660000000000002,0.024400000000000012
0.024800000000000013,0.012400000000000007,0.004960000000000008,0.012400000000000007,0.037200000000000025,0.024800000000000013
0.025200000000000014,0.012600000000000007,0.005040000000000008,0.012600000000000007,0.03780000000000003,0.025200000000000014
0.025600000000000015,0.012800000000000008,0.005120000000000008,0.012800000000000008,0.03840000000000003,0.025600000000000015
0.026000000000000016,0.013000000000000008,0.0052000000000000084,0.013000000000000008,0.039000000000000035,0.026000000000000016
0.026400000000000017,0.013200000000000009,0.005280000000000009,0.013200000000000009,0.03960000000000004,0.026400000000000017
0.026800000000000018,0.013400000000000009,0.005360000000000009,0.013400000000000009,0.04020000000000004,0.026800000000000018
0.02720000000000002,0.01360000000000001,0.005440000000000009,0.01360000000000001,0.040800000000000045,0.02720000000000002
0.02760000000000002,0.01380000000000001,0.005520000000000009,0.01380000000000001,0.04140000000000005,0.02760000000000002
0.02800000000000002,0.01400000000000001,0.0056000000000000095,0.01400000000000001,0.04200000000000005,0.02800000000000002
0.028400000000000022,0.014200000000000011,0.00568000000000001,0.014200000000000011,0.042600000000000054,0.028400000000000022
0.028800000000000023,0.014400000000000012,0.00576000000000001,0.014400000000000012,0.04320000000000006,0.028800000000000023
0.029200000000000025,0.014600000000000012,0.00584000000000001,0.014600000000000012,0.04380000000000006,0.029200000000000025
0.029600000000000026,0.014800000000000013,0.00592000000000001,0.014800000000000013,0.044400000000000064,0.029600000000000026
0.030000000000000027,0.015000000000000013,0.0060000000000000105,0.015000000000000013,0.04500000000000007,0.030000000000000027
0.030400000000000028,0.015200000000000014,0.006080000000000011,0.015200000000000014,0.04560000000000007,0.030400000000000028
0.03080000000000003,0.015400000000000014,0.006160000000000011,0.015400000000000014,0.046200000000000074,0.03080000000000003
0.03120000000000003,0.015600000000000015,0.006240000000000011,0.015600000000000015,0.04680000000000008,0.03120000000000003
0.03160000000000003,0.015800000000000015,0.006320000000000011,0.015800000000000015,0.04740000000000008,0.03160000000000003
0.03200000000000003,0.016000000000000014,0.006400000000000012,0.016000000000000014,0.048000000000000084,0.03200000000000003
0.032400000000000026,0.016200000000000013,0.006480000000000012,0.016200000000000013,0.04860000000000009,0.032400000000000026
0.032800000000000024,0.016400000000000012,0.006560000000000012,0.016400000000000012,0.04920000000000009,0.032800000000000024
0.03320000000000002,0.01660000000000001,0.006640000000000012,0.01660000000000001,0.049800000000000094,0.03320000000000002
0.03360000000000002,0.01680000000000001,0.006720000000000012,0.01680000000000001,0.0504000000000001,0.03360000000000002
0.034000000000000016,0.017000000000000008,0.006800000000000013,0.017000000000000008,0.0510000000000001,0.034000000000000016
0.034400000000000014,0.017200000000000007,0.006880000000000013,0.017200000000000007,0.051600000000000104,0.034400000000000014
0.03480000000000001,0.017400000000000006,0.006960000000000013,0.017400000000000006,0.05220000000000011,0.03480000000000001
0.03520000000000001,0.017600000000000005,0.007040000000000013,0.017600000000000005,0.05280000000000011,0.03520000000000001
0.03560000000000001,0.017800000000000003,0.0071200000000000135,0.017800000000000003,0.053400000000000114,0.03560000000000001
0.036000000000000004,0.018000000000000002,0.007200000000000014,0.018000000000000002,0.05400000000000012,0.036000000000000004
0.0364,0.0182,0.007280000000000014,0.0182,0.05460000000000012,0.0364
0.0368,0.0184,0.007360000000000014,0.0184,0.055200000000000124,0.0368
0.0372,0.0186,0.007440000000000014,0.0186,0.05580000000000013,0.0372
0.037599999999999995,0.018799999999999997,0.0075200000000000145,0.018799999999999997,0.05640000000000013,0.037599999999999995
0.03799999999999999,0.018999999999999996,0.007600000000000015,0.018999999999999996,0.057000000000000134,0.03799999999999999
0.03839999999999999,0.019199999999999995,0.007680000000000015,0.019199999999999995,0.05760000000000014,0.03839999999999999
0.03879999999999999,0.019399999999999994,0.007760000000000015,0.019399999999999994,0.05820000000000014,0.03879999999999999
0.039199999999999985,0.019599999999999992,0.007840000000000015,0.019599999999999992,0.058800000000000144,0.039199999999999985
0.03959999999999998,0.01979999999999999,0.007920000000000016,0.01979999999999999,0.05940000000000015,0.03959999999999998
0.03999999999999998,0.01999999999999999,0.008000000000000016,0.01999999999999999,0.06000000000000015,0.03999999999999998
0.04039999999999998,0.02019999999999999,0.008080000000000016,0.02019999999999999,0.060600000000000154,0.04039999999999998
0.040799999999999975,0.020399999999999988,0.008160000000000016,0.020399999999999988,0.06120000000000016,0.040799999999999975
0.04119999999999997,0.020599999999999986,0.008240000000000016,0.020599999999999986,0.06180000000000016,0.04119999999999997
0.04159999999999997,0.020799999999999985,0.008320000000000017,0.020799999999999985,0.062400000000000164,0.04159999999999997
0.04199999999999997,0.020999999999999984,0.008400000000000017,0.020999999999999984,0.06300000000000017,0.04199999999999997
0.042399999999999965,0.021199999999999983,0.008480000000000017,0.021199999999999983,0.06360000000000017,0.042399999999999965
0.04279999999999996,0.02139999999999998,0.008560000000000017,0.02139999999999998,0.06420000000000017,0.04279999999999996
0.04319999999999996,0.02159999999999998,0.008640000000000017,0.02159999999999998,0.06480000000000018,0.04319999999999996
0.04359999999999996,0.02179999999999998,0.008720000000000018,0.02179999999999998,0.06540000000000018,0.04359999999999996
0.043999999999999956,0.021999999999999978,0.008800000000000018,0.021999999999999978,0.06600000000000018,0.043999999999999956
0.04439999999999995,0.022199999999999977,0.008880000000000018,0.022199999999999977,0.06660000000000019,0.04439999999999995
0.04479999999999995,0.022399999999999975,0.008960000000000018,0.022399999999999975,0.06720000000000019,0.04479999999999995
0.04519999999999995,0.022599999999999974,0.009040000000000019,0.022599999999999974,0.0678000000000002,0.04519999999999995
0.045599999999999946,0.022799999999999973,0.009120000000000019,0.022799999999999973,0.0684000000000002,0.045599999999999946
0.045999999999999944,0.022999999999999972,0.009200000000000019,0.022999999999999972,0.0690000000000002,0.045999999999999944
0.04639999999999994,0.02319999999999997,0.00928000000000002,0.02319999999999997,0.0696000000000002,0.04639999999999994
0.04679999999999994,0.02339999999999997,0.00936000000000002,0.02339999999999997,0.0702000000000002,0.04679999999999994
0.047199999999999936,0.023599999999999968,0.00944000000000002,0.023599999999999968,0.07080000000000021,0.047199999999999936
0.047599999999999934,0.023799999999999967,0.00952000000000002,0.023799999999999967,0.07140000000000021,0.047599999999999934
0.04799999999999993,0.023999999999999966,0.00960000000000002,0.023999999999999966,0.07200000000000022,0.04799999999999993
0.04839999999999993,0.024199999999999965,0.00968000000000002,0.024199999999999965,0.07260000000000022,0.04839999999999993
0.04879999999999993,0.024399999999999963,0.00976000000000002,0.024399999999999963,0.07320000000000022,0.04879999999999993
0.049199999999999924,0.024599999999999962,0.00984000000000002,0.024599999999999962,0.07380000000000023,0.049199999999999924
0.04959999999999992,0.02479999999999996,0.00992000000000002,0.02479999999999996,0.07440000000000023,0.04959999999999992
0.04999999999999992,0.02499999999999996,0.010000000000000021,0.02499999999999996,0.07500000000000023,0.04999999999999992
0.05039999999999992,0.02519999999999996,0.010080000000000021,0.02519999999999996,0.07560000000000024,0.05039999999999992
0.050799999999999915,0.025399999999999957,0.010160000000000021,0.025399999999999957,0.07620000000000024,0.050799999999999915
0.05119999999999991,0.025599999999999956,0.010240000000000022,0.025599999999999956,0.07680000000000024,0.05119999999999991
0.05159999999999991,0.025799999999999955,0.010320000000000022,0.025799999999999955,0.07740000000000025,0.05159999999999991
0.05199999999999991,0.025999999999999954,0.010400000000000022,0.025999999999999954,0.07800000000000025,0.05199999999999991
0.052399999999999905,0.026199999999999952,0.010480000000000022,0.026199999999999952,0.07860000000000025,0.052399999999999905
0.0527999999999999,0.02639999999999995,0.010560000000000022,0.02639999999999995,0.07920000000000026,0.0527999999999999
0.0531999999999999,0.02659999999999995,0.010640000000000023,0.02659999999999995,0.07980000000000026,0.0531999999999999
0.0535999999999999,0.02679999999999995,0.010720000000000023,0.02679999999999995,0.08040000000000026,0.0535999999999999
0.053999999999999895,0.026999999999999948,0.010800000000000023,0.026999999999999948,0.08100000000000027,0.053999999999999895
0.05439999999999989,0.027199999999999946,0.010880000000000023,0.027199999999999946,0.08160000000000027,0.05439999999999989
0.05479999999999989,0.027399999999999945,0.010960000000000024,0.027399999999999945,0.08220000000000027,0.05479999999999989
